timestamp,device,status,response_time_ms
2026-08-15 15:59:56,8.8.8.8,UP,126.8
2026-08-15 15:59:56,1.1.1.1,UP,53.7
2026-08-15 15:59:56,google.com,UP,96.9
2026-08-15 15:59:56,192.168.1.1,DOWN,
